0,combatzoneresize,56,226,591,391,,,,
0,CombatZoneSpeed,1200,,,,,,,
0,HeartMaxFallSpeed,700,,,,,,,
0,heartmode,0,,,,,,,
0,heartteleport,320,304,,,,,,
0,SansHead,Default,,,,,,,
0,SansAnimation,Idle,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,combatzoneresize,56,226,591,391,,,,
0,HeartMaxFallSpeed,700,,,,,,,
0,heartmode,1,,,,,,,
0,sound,ding,1,,,,,,
0.2,heartteleport,71,376,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,platform,56,346,20,,,,,0
0,bonev,61,231,75,,,,,
0,bonev,73,231,75,,,,,
0,bonev,93,231,75,,,,,
0,bonev,93,336,50,,,,,
0,,,,,,,,,
0,bonev,105,231,75,,,,,
0,bonev,105,336,50,,,,,
0,platform,117,336,20,,,,,0
0,bonev,117,231,75,,,,,
0,bonev,129,231,75,,,,,
0,bonev,141,231,75,,,,,
0,bonev,117,346,40,,,,,
0,bonev,129,346,40,,,,,
0,bonev,141,326,60,,,,,
0,platform,153,336,20,,,,,0
0,bonev,153,346,40,,,,,
0,bonev,165,346,40,,,,,
0,bonev,153,231,75,,,,,
0,bonev,165,231,75,,,,,
0,bonev,178,338,48,,,,,
0,bonev,178,231,78,,,,,
0,bonev,190,341,45,,,,,
0,bonev,190,231,76,,,,,
0,bonev,202,344,42,,,,,
0,bonev,202,231,84,,,,,
0,bonev,214,347,39,,,,,
0,bonev,214,231,87,,,,,
0,platform,226,350,20,,,,,
0,bonev,226,350,36,,,,,
0,bonev,226,231,90,,,,,
0,bonev,239,350,36,,,,,
0,bonev,239,231,90,,,,,
0,,,,,,,,,
0,bonev,251,347,39,,,,,
0,bonev,251,231,87,,,,,
0,bonev,263,344,42,,,,,
0,bonev,263,231,84,,,,,
0,bonev,275,341,45,,,,,
0,bonev,275,231,81,,,,,
0,platform,275,341,15,,,,,
0,bonev,287,338,48,,,,,
0,bonev,287,231,78,,,,,
0,bonev,299,335,51,,,,,
0,bonev,299,231,75,,,,,
0,bonev,311,332,54,,,,,
0,bonev,311,231,72,,,,,
0,platform,311,332,15,,,,,
0,bonev,323,329,57,,,,,
0,bonev,323,231,65,,,,,
0,bonev,335,329,57,,,,,
0,bonev,335,231,59,,,,,
0,bonev,347,326,60,,,,,
0,bonev,347,231,54,,,,,
0,platform,359,314,15,,,,,
0,bonev,359,323,63,,,,,
0,bonev,359,231,50,,,,,
0,bonev,371,320,66,,,,,
0,bonev,371,231,47,,,,,
0,bonev,383,317,69,,,,,
0,bonev,383,231,43,,,,,
0,bonev,395,314,72,,,,,
0,bonev,395,231,39,,,,,
0,bonev,407,311,75,,,,,
0,bonev,407,231,35,,,,,
0,platform,395,304,15,,,,,
0,,,,,,,,,
0,bonev,419,308,78,,,,,
0,bonev,419,231,31,,,,,
0,bonev,431,305,81,,,,,
0,bonev,431,231,27,,,,,
0,bonev,443,231,43,,,,,
0,bonev,443,318,78,,,,,
0,bonev,455,231,53,,,,,
0,bonev,455,328,68,,,,,
0,bonev,467,231,63,,,,,
0,bonev,467,338,58,,,,,
0,bonev,479,231,73,,,,,
0,bonev,479,348,53,,,,,
0,platform,467,338,15,,,,,
0,bonev,491,231,78,,,,,
0,bonev,503,231,125,,,,,
0,bonev,515,374,12,,,,,
0,bonev,515,231,115,,,,,
0,bonev,550,301,85,,,,,
0,bonev,527,231,45,,,,,
0,bonev,539,231,45,,,,,
0,platform,527,336,20,,,,,
0,platform,527,306,20,,,,,
0,bonev,550,231,40,,,,,
0,bonev,562,231,40,,,,,
0,bonev,574,231,40,,,,,
0,Endflag,574,378,,,,,,
