0,CombatZoneResize,241,226,406,391,,,,,,
0,CombatZoneSpeed,500,,,,,,,,,
0,HeartMaxFallSpeed,700,,,,,,,,,
0,heartmode,0,,,,,,,,,
0,HeartTeleport,320,304,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,sound,ding,,,,,,,,,
0,HeartTeleport,320,304,,,,,,,,
0,heartmode,1,,,,,,,,,
0.2,BoneVRepeat,411,356,30,2,250,0,530,12,,
0,Platform,305,346,40,,,,,,,
0,sound,ding,,,,,,,,,
0.4,GasterBlaster,0,0,0,189,231,45,0.333,0.26666,0,0
0,GasterBlaster,0,640,0,449,231,135,0.333,0.26666,0,0
0.8,GasterBlaster,1,320,0,340,166,90,0.433,0.26666,0,0
0.8,GasterBlaster,2,320,0,340,166,90,0.433,0.26666,0,0
0.3,,,,,,,,,,,
0,,,,,,,,,,,
0.8,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0.6,sound,ding,,,,,,,,,
0,BoneVRepeat,221,231,87,0,450,0,8,300,,
0,BoneVRepeat,221,338,48,0,450,0,8,300,,
0,BoneVRepeat,206,231,83,0,450,0,8,300,,
0,BoneVRepeat,206,334,52,0,450,0,8,300,,
0,BoneVRepeat,191,231,79,0,450,0,8,300,,
0,BoneVRepeat,191,330,56,0,450,0,8,300,,
0,BoneVRepeat,176,231,83,0,450,0,8,300,,
0,BoneVRepeat,176,334,52,0,450,0,8,300,,
0,BoneVRepeat,161,231,87,0,450,0,8,300,,
0,BoneVRepeat,161,338,48,0,450,0,8,300,,
0,BoneVRepeat,421,231,87,2,450,0,8,300,,
0,BoneVRepeat,421,338,48,2,450,0,8,300,,
0,BoneVRepeat,436,231,83,2,450,0,8,300,,
0,BoneVRepeat,436,334,52,2,450,0,8,300,,
0,BoneVRepeat,451,231,79,2,450,0,8,300,,
0,BoneVRepeat,451,330,56,2,450,0,8,300,,
0,BoneVRepeat,466,231,83,2,450,0,8,300,,
0,BoneVRepeat,466,334,52,2,450,0,8,300,,
0,BoneVRepeat,481,231,87,2,450,0,8,300,,
0,BoneVRepeat,481,338,48,2,450,0,8,300,,
0,BoneVRepeat,221,251,20,0,35,0,30,80,,
0,BoneVRepeat,411,271,20,2,35,0,30,80,,
5,sound,ding,,,,,,,,,
0.8,Sanstrample,,,,,,,,,,
0.488,GasterBlaster2,0,0,0,189,231,45,0.333,150,0,0
0,GasterBlaster2,0,640,0,449,231,135,0.333,150,0,0
0.6,GasterBlaster2,1,325,0,325,166,90,0.333,150,0,0
1.5,EndAttack,,,,,,,,,,
