0,CombatZoneSpeed,1000,,,,,,,,,,,,
0,CombatZoneResizeinstant,241,226,406,391,,,,,,,,,
0,HeartMode,0,,,,,,,,,,,,
0,HeartTeleport,391,251,,,,,,,,,,,
0,GBBoneTT,323,307,150,150,323,307,1,0,0,15,0,2,0
0,GBBoneVV2,241,226,170,241,226,1,0,0,0,15,-2,0,0
0,GBBoneVV2,406,226,170,406,226,1,0,0,0,15,-2,0,0
0,GBBoneVV2,241,391,170,241,391,1,0,0,0,15,-2,0,0
0,GBBoneVV2,406,391,170,406,391,1,0,0,0,15,-2,0,0
0,GBBoneVV2,323,307,170,323,307,1,0,0,0,15,-2.2,0,1
5,Evil King True Eye,456,166,,,,,,,,,,,
15,EndAttack,,,,,,,,,,,,,
