0,CombatZoneResize,241,226,406,391,,,,,,,,
0,HeartMaxFallSpeed,700,,,,,,,,,,,
0,heartmode,0,,,,,,,,,,,
0,HeartTeleport,320,304,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0.5,sound,ding,,,,,,,,,,,
0,heartmode,1,,,,,,,,,,,
0,CombatZoneResize,241,226,406,391,,,,,,,,
0,CombatZoneSpeed,100,,,,,,,,,,,
0,SansAnimation,Idle,,,,,,,,,,,
0.8,GetHeartPos,HeartX,HeartY,,,,,,,,,,
0,ANGLE,Ang,50,20,$HeartX,$HeartY,,,,,,,
0,ANGLE,Ang2,590,20,$HeartX,$HeartY,,,,,,,
0,gasterblaster,0,0,0,50,20,$Ang,0.55,0.2,0,0,,
0,gasterblaster,0,640,0,590,20,$Ang2,0.55,0.2,0,0,,
0,BoneStab,1,29,0.6,0.1,,,,,,,,
0.55,BoneV,221,356,30,0,450,,,,,,,
0,bonev,206,356,30,0,450,,,,,,,
0,bonev,426,356,30,2,450,,,,,,,
0,bonev,441,356,30,2,450,,,,,,,
0.45,SET,llll,8,,,,,,,,,,
0,SUB,llll,$llll,1,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,,,,,
0,ANGLE,Ang,50,20,$HeartX,$HeartY,,,,,,,
0,ANGLE,Ang2,590,20,$HeartX,$HeartY,,,,,,,
0,gasterblaster,0,0,0,50,20,$Ang,0.55,0.2,0,0,,
0,gasterblaster,0,640,0,590,20,$Ang2,0.55,0.2,0,0,,
0,BoneStab,1,29,0.6,0.1,,,,,,,,
0.55,BoneV,221,356,30,0,450,,,,,,,
0,bonev,206,356,30,0,450,,,,,,,
0,bonev,426,356,30,2,450,,,,,,,
0,bonev,441,356,30,2,450,,,,,,,
0.45,JMPNZ,29,$llll,,,,,,,,,,
0.2,gasterblaster,1,0,0,320,166,90,1,0.1666,0,0,,
0.6,gasterblaster,1,0,0,221,356,0,1,0.1666,0,0,,
0.6,gasterblaster,1,0,0,390,166,90,1,0.1666,0,0,,
0.6,gasterblaster,2,0,0,166,280,0,1,0.1666,0,0,,
0.6,gasterblaster,1,0,0,271,166,90,1,0.1666,0,0,,
0.6,gasterblaster,1,0,0,450,356,180,1,0.1666,0,0,,
0.6,gasterblaster,1,0,0,271,166,90,1,0.1666,0,0,,
0,gasterblaster,1,0,0,390,166,90,1,0.1666,0,0,,
0.6,gasterblaster,1,0,0,449,436,225,1,0.1666,0,0,,
0,gasterblaster,1,0,0,189,436,315,1,0.1666,0,0,,
0.6,gasterblaster,2,0,0,320,100,90,1,0.133,0,0,0,0
0,gasterblaster,2,0,0,320,450,-90,1,0.133,0,0,0,0
0.73,gasterblaster,1,0,0,450,356,180,1,0.1666,0,0,,
0,gasterblaster,1,0,0,261,166,90,1,0.1666,0,0,,
0,gasterblaster,1,0,0,390,166,90,1,0.1666,0,0,,
1.4,BoneStab,0,29,0.4,15,,,,,,,,
0,BoneStab,1,29,0.4,15,,,,,,,,
0,BoneStab,2,29,0.4,15,,,,,,,,
0,BoneStab,3,29,0.4,15,,,,,,,,
0.4,sound,ding,,,,,,,,,,,
0,heartmode,0,,,,,,,,,,,
0.2,SET,oooo,8,,,,,,,,,,
0,SUB,oooo,$oooo,1,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,,,,,
0,ANGLE,Ang,50,20,$HeartX,$HeartY,,,,,,,
0,ANGLE,Ang2,590,20,$HeartX,$HeartY,,,,,,,
0,ANGLE,Ang3,50,460,$HeartX,$HeartY,,,,,,,
0,ANGLE,Ang4,590,460,$HeartX,$HeartY,,,,,,,
0,gasterblaster,0,0,0,50,20,$Ang,1.05,0.122,0,0,,
0,gasterblaster,0,640,0,590,20,$Ang2,1.05,0.122,0,0,,
0,gasterblaster,0,0,480,50,470,$Ang3,1.05,0.122,0,0,,
0,gasterblaster,0,640,480,590,470,$Ang4,1.05,0.122,0,0,,
0,GetHeartPos,HeartX,HeartY,,,,,,,,,,
0,SUB,HeartX,$HeartX,500,,,,,,,,,
0,GetHeartPos,HeartXX,HeartYY,,,,,,,,,,
0,ADD,HeartXX,$HeartXX,500,,,,,,,,,
0,GetHeartPos,HeartXXX,HeartYYY,,,,,,,,,,
0,SUB,HeartYYY,$HeratYYY,500,,,,,,,,,
0,GetHeartPos,HeartXXXX,HeartYYYY,,,,,,,,,,
0,ADD,HeartYYYY,$HeartYYYY,500,,,,,,,,,
0,GetHeartPos,HeartX4,HeartY4,,,,,,,,,,
0,SUB,BoneVVX,$HeartX4,500,,,,,,,,,
0,SUB,BoneVVY,$HeartY4,500,,,,,,,,,
0,SUB,BoneVVX2,$HeartX4,500,,,,,,,,,
0,ADD,BoneVVY2,$HeartY4,500,,,,,,,,,
0,ADD,BoneVVX3,$HeartX4,500,,,,,,,,,
0,ADD,BoneVVY3,$HeartY4,500,,,,,,,,,
0,ADD,BoneVVX4,$HeartX4,500,,,,,,,,,
0,SUB,BoneVVY4,$HeartY4,500,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
0,,,,,,,,,,,,,
1.5,JMPNZ,63,$oooo,,,,,,,,,,
0.5,EndAttack,,,,,,,,,,,,
